,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-11-18,47.89,45.42,40.55,63.87,358.37,59.31,37.17,38.07,23.54,64.2,48.51,56.25,88.6,41.83,30.79,53.5,14.35,16.91,17.88,197.14,28.13,48.74,31.38,75.67,20.46,29.69,176.7,90.86,23.04,42.82,36.74,43.14,88.5,43.56,5.72,21.74,31.72,35.83,28.12,18.95,9.51,13.6,63.56,58.42,67.24,45.62,28.48,59.5,26.33,14.41,4.19,7.44,15.38,72.94,28.55,85.63,17.26,52.56,29.9
2011-11-21,47.59,44.62,39.95,62.07,352.71,58.63,36.06,37.6,23.26,63.6,47.54,55.53,88.01,41.27,29.53,52.96,13.97,16.28,17.36,189.25,27.49,47.96,30.71,73.65,20.54,29.34,173.12,88.8,22.56,41.96,36.31,42.43,85.85,42.84,5.43,20.87,31.31,35.05,27.34,18.32,9.46,13.42,61.19,56.96,66.7,45.41,27.57,58.78,25.27,14.38,4.08,7.34,14.99,72.01,27.89,85.21,16.87,51.06,29.59
2011-11-22,47.1,44.56,40.05,60.92,359.87,58.66,35.06,37.34,23.06,63.56,46.63,55.14,86.18,41.63,29.01,53.14,13.74,16.57,17.3,192.34,27.87,47.89,30.72,73.64,20.42,29.1,172.95,89.51,22.33,41.89,36.2,41.99,84.79,42.47,5.31,20.87,30.89,35.09,26.85,18.14,9.5,13.41,61.94,56.99,66.68,45.13,28.22,59.3,25.07,14.35,4.12,7.24,14.97,71.19,27.43,85.55,16.79,50.39,30.12
2011-11-23,46.27,43.69,39.28,59.04,350.77,57.93,34.02,36.97,22.77,62.75,45.08,53.62,84.72,40.82,30.28,52.94,13.5,16.27,16.89,188.99,27.01,47.08,30.21,71.47,20.11,28.64,169.75,87.03,21.66,40.67,35.66,40.75,82.69,41.7,5.09,19.97,30.36,34.54,26.15,17.73,9.25,13.02,60.39,56.4,66.21,44.58,27.48,56.52,24.25,13.83,4.04,7.13,14.94,69.83,26.47,84.83,16.31,49.52,28.92
2011-11-25,45.72,43.6,39.74,59.43,347.51,58.01,33.76,36.5,22.61,62.91,44.34,52.96,85.55,40.94,30.64,53.18,13.48,16.96,16.89,182.4,27.05,46.08,30.15,72.03,20.05,28.21,168.9,85.68,21.94,40.47,35.48,40.38,81.71,42.68,5.12,19.94,30.54,34.49,26.0,17.58,9.18,13.26,62.11,56.35,67.5,45.05,28.23,56.98,23.89,13.76,4.06,7.15,15.1,69.19,26.56,85.04,16.4,49.94,28.79
2011-11-28,46.5,44.57,40.49,61.53,359.5,58.48,35.24,37.24,23.14,63.8,45.71,54.72,87.51,41.67,30.95,53.52,13.57,17.52,17.48,194.15,28.37,47.22,30.35,73.53,20.76,29.69,173.81,88.91,22.54,41.53,35.99,42.34,86.19,43.0,5.2,20.73,31.67,35.28,26.86,18.41,9.41,13.51,64.17,57.49,69.84,44.93,29.74,59.71,24.96,14.49,4.17,7.25,15.35,71.01,27.19,86.58,16.88,51.25,29.64
2011-11-29,47.1,44.13,40.26,61.78,356.71,59.1,34.89,37.63,23.11,63.88,46.42,54.51,85.94,42.34,30.71,54.38,13.68,17.57,17.76,188.39,28.38,47.15,31.05,73.08,20.76,29.94,172.6,90.41,22.47,41.6,36.28,42.71,85.31,43.6,5.03,20.99,31.73,37.14,26.8,18.59,9.4,13.5,64.39,57.76,69.39,45.07,30.18,59.55,25.31,14.45,4.17,7.18,15.7,72.03,26.63,86.95,16.57,51.54,30.23
2011-11-30,49.3,46.54,42.0,65.03,365.31,59.9,37.23,39.12,23.8,65.45,49.59,57.59,92.76,43.19,31.82,55.06,14.58,18.05,18.37,192.29,29.66,48.28,31.53,76.67,21.64,31.13,179.34,95.45,24.13,44.03,37.39,44.67,92.22,45.01,5.39,23.16,33.1,37.38,28.17,19.35,9.98,13.74,65.91,59.65,70.88,45.83,31.5,61.57,26.3,15.25,4.34,7.69,15.71,75.32,28.88,88.86,17.47,53.35,31.2
2011-12-01,49.61,46.3,41.74,67.2,370.79,59.99,38.37,38.96,23.52,65.3,49.38,57.64,91.38,42.53,31.97,54.79,14.58,17.99,18.34,197.13,29.63,48.69,31.35,75.97,21.54,31.19,180.72,94.53,23.93,43.64,37.05,44.66,91.22,44.3,5.48,22.85,32.52,37.5,28.27,19.22,9.97,13.68,65.72,59.19,71.64,45.66,31.44,61.98,26.55,15.28,4.33,7.73,16.23,74.71,28.41,88.85,17.41,53.59,30.68
2011-12-02,50.15,46.72,41.79,67.5,372.48,60.16,40.23,38.86,23.46,64.78,50.14,57.19,94.11,42.57,31.26,54.3,14.75,17.77,18.21,196.03,29.95,47.74,31.13,75.46,22.3,30.67,180.92,94.4,24.33,43.39,36.86,44.39,90.73,43.93,5.59,23.03,32.71,38.07,28.04,19.6,10.26,13.86,66.22,59.73,70.58,45.79,31.33,61.25,26.04,15.19,4.33,7.76,16.05,74.71,30.15,89.03,17.38,53.27,30.18
2011-12-05,50.34,47.26,41.57,67.3,375.65,60.28,39.12,38.62,23.91,64.49,50.87,56.07,96.59,42.68,32.44,54.53,14.97,17.88,18.16,196.24,30.34,48.1,31.1,76.57,22.1,30.45,182.04,95.45,24.95,44.27,36.9,44.65,91.25,44.2,5.74,23.42,32.87,38.35,28.29,19.81,10.46,13.68,68.05,59.89,70.85,46.57,31.48,61.19,26.46,15.41,4.41,7.89,15.89,75.33,31.25,88.71,17.61,53.68,30.36
2011-12-06,50.15,47.04,42.06,67.09,373.68,60.51,38.86,39.38,23.87,64.83,50.24,56.51,97.89,42.74,32.1,54.95,15.33,17.68,18.52,191.99,30.01,48.43,31.28,77.7,22.14,31.12,184.05,96.88,24.87,44.23,36.84,44.73,90.41,44.35,5.73,23.9,33.01,38.43,28.47,19.44,10.4,13.62,67.11,59.89,70.66,46.42,31.51,61.38,26.51,15.34,4.42,7.86,15.84,75.67,30.99,89.32,17.55,53.57,30.7
2011-12-07,50.06,47.63,42.44,66.84,371.9,60.75,38.88,39.69,23.82,65.32,50.33,56.36,101.73,43.05,32.57,55.03,15.35,18.53,18.74,195.32,29.55,48.9,31.32,77.95,22.08,31.66,185.11,97.03,25.24,44.36,36.89,45.08,89.41,44.82,5.84,24.3,33.16,38.82,28.7,19.17,10.43,13.69,68.45,60.26,70.36,46.46,31.75,61.2,26.73,15.38,4.47,7.89,15.62,75.92,31.71,89.73,17.8,52.85,31.17
2011-12-08,49.1,46.32,41.29,66.43,373.4,60.21,37.28,39.56,23.63,64.58,49.11,55.34,96.69,42.74,31.97,54.54,14.95,18.14,18.48,190.48,28.51,48.56,31.3,76.12,21.45,30.97,182.75,94.92,24.44,42.92,36.3,43.61,87.55,43.93,5.54,22.96,32.26,38.04,28.0,18.14,10.12,12.86,67.13,59.55,69.4,45.97,30.79,59.79,26.02,14.99,4.31,7.58,15.61,74.78,30.05,90.17,17.4,52.07,30.72
2011-12-09,49.74,47.28,41.98,68.1,376.23,61.01,38.87,39.28,23.91,64.88,50.3,56.46,98.17,42.7,32.29,54.86,15.44,18.28,18.82,193.03,28.99,49.16,31.69,77.77,21.65,31.6,185.59,96.78,25.11,41.56,36.94,44.85,90.42,44.76,5.67,23.95,32.89,38.35,28.02,18.38,10.38,13.03,68.2,60.01,70.22,46.44,31.57,60.65,26.25,15.27,4.41,7.7,15.94,76.16,30.94,91.2,17.69,52.72,31.15
2011-12-12,48.72,46.4,41.31,67.12,374.53,60.52,37.91,39.28,23.73,64.66,49.9,55.03,94.86,42.58,31.98,54.64,15.09,17.87,18.67,189.52,28.73,48.52,31.37,76.25,22.21,30.98,183.32,95.68,24.53,40.52,36.73,43.64,87.85,44.39,5.4,23.14,32.55,38.17,27.26,17.99,10.21,13.26,66.49,59.41,69.74,45.78,31.04,59.66,25.83,14.92,4.36,7.54,15.47,74.95,29.88,91.62,17.36,52.33,30.74
2011-12-13,48.29,45.91,41.4,67.12,371.63,60.16,36.61,39.44,23.97,64.86,48.88,53.81,91.97,42.34,31.79,54.18,15.05,17.51,19.0,180.51,27.94,48.29,31.18,75.13,22.14,30.49,182.34,96.19,24.07,40.13,36.29,43.05,85.72,44.06,5.28,22.68,32.16,37.66,26.59,17.78,9.86,12.95,65.64,59.79,69.59,45.42,30.06,59.18,25.32,14.69,4.25,7.48,15.42,75.4,29.18,91.17,17.31,51.69,30.42
2011-12-14,47.37,45.61,41.4,66.21,363.39,59.88,36.15,39.12,23.81,64.94,47.49,53.8,90.24,42.15,31.72,54.23,15.23,17.1,19.1,180.21,27.41,48.15,31.08,74.28,22.13,30.04,180.02,93.32,24.13,39.88,35.66,42.32,81.97,43.45,5.19,22.63,32.14,37.31,26.24,17.69,9.55,12.82,65.22,59.53,69.2,45.39,29.29,58.91,24.93,14.56,4.14,7.35,15.02,74.38,29.38,90.81,16.85,51.55,30.03
2011-12-15,47.21,44.97,41.82,66.85,362.2,60.7,37.35,39.75,23.78,65.9,47.71,53.89,88.93,42.76,32.19,54.51,15.39,17.19,19.35,181.26,27.42,50.06,31.37,74.61,22.23,30.92,178.84,92.53,23.9,40.32,35.91,42.0,82.63,43.53,5.22,23.07,32.21,37.57,26.68,17.67,9.65,12.76,65.37,60.03,69.77,45.46,29.35,59.0,24.72,14.56,4.17,7.48,15.16,74.93,29.62,91.3,16.9,51.73,30.06
2011-12-16,47.28,45.42,41.94,67.23,364.18,60.57,37.52,39.48,24.19,65.93,48.15,52.45,87.19,42.43,32.21,54.81,15.59,17.31,19.25,181.26,27.67,49.38,31.63,74.62,22.27,30.92,175.11,93.63,24.24,40.58,36.15,41.47,82.16,43.02,5.16,23.21,32.88,38.53,26.85,17.83,9.65,11.67,63.7,60.17,69.93,45.47,28.87,58.9,24.42,14.54,4.17,7.52,14.96,75.06,29.74,90.7,16.81,52.03,29.76
2011-12-19,46.9,44.6,42.01,66.42,365.32,60.25,36.54,39.44,23.75,65.85,47.17,52.17,84.86,42.44,30.91,54.35,15.46,16.71,19.35,179.33,27.12,50.0,31.6,73.63,21.83,30.95,174.46,92.57,23.62,39.9,35.2,41.32,82.21,43.27,4.95,22.22,31.89,38.32,26.15,17.28,9.43,11.9,63.31,60.0,69.68,45.43,28.47,58.21,23.74,14.2,4.03,7.29,14.62,74.47,28.63,90.46,16.58,51.56,30.15
2011-12-20,48.24,46.42,43.27,68.58,378.46,61.33,38.91,39.78,24.22,67.15,49.28,53.53,88.04,43.21,31.62,55.67,15.84,17.31,19.65,182.52,27.74,50.18,32.08,75.98,22.34,31.76,178.61,96.24,24.73,41.53,38.32,42.53,86.43,44.1,5.13,23.6,33.01,39.99,27.5,18.09,9.72,12.23,64.49,60.77,71.23,45.99,29.48,60.43,24.48,14.66,4.22,7.57,15.11,76.78,30.04,91.93,17.25,53.05,30.58
2011-12-21,48.82,46.01,43.41,69.67,378.93,61.81,36.9,39.68,23.97,67.57,50.08,50.18,89.03,43.88,31.49,55.86,16.22,17.47,19.85,174.35,28.09,50.34,32.63,75.69,22.52,31.69,173.11,97.87,25.09,41.69,38.95,42.99,86.33,44.12,5.19,23.92,33.27,40.03,26.73,18.27,10.03,12.65,64.25,60.97,72.22,46.61,29.5,60.38,24.04,14.22,4.12,7.61,15.99,77.83,30.14,92.29,16.79,53.38,30.76
2011-12-22,49.59,46.14,44.39,70.33,380.94,61.81,36.96,40.06,24.01,67.45,50.67,51.04,91.37,43.62,32.01,55.67,16.71,17.76,19.8,179.03,28.52,50.41,32.45,76.61,22.56,32.02,173.65,98.69,25.43,42.05,39.43,43.54,86.5,44.09,5.42,24.01,33.55,39.96,27.61,18.24,10.3,13.12,64.5,61.14,73.29,46.53,29.82,61.64,24.43,14.28,4.16,7.73,16.0,78.92,31.19,91.73,16.99,54.03,30.94
2011-12-23,50.07,46.45,44.58,70.03,385.51,62.31,38.12,40.15,24.22,68.2,50.93,51.15,90.76,43.94,33.35,56.43,16.87,17.95,19.98,177.28,28.78,50.78,32.8,77.77,22.76,32.26,176.23,99.79,25.93,42.6,39.46,44.3,86.92,44.47,5.55,24.04,34.19,40.12,27.82,18.28,10.31,13.41,64.95,61.59,73.84,46.93,30.12,61.85,24.45,14.41,4.19,7.83,16.19,79.79,31.31,93.17,17.31,54.68,31.19
2011-12-27,50.42,46.17,44.81,70.31,388.57,62.13,37.58,40.23,24.23,68.28,51.15,51.19,88.93,44.06,31.48,56.28,16.67,17.78,19.93,176.27,29.07,50.92,32.78,77.85,22.72,32.14,176.43,100.24,25.76,42.66,39.48,44.46,86.26,43.96,5.43,23.68,34.21,40.24,27.73,18.47,10.18,13.22,64.36,61.7,73.76,47.31,29.7,62.04,24.24,14.37,4.11,7.7,16.09,79.85,30.8,93.54,17.41,55.02,31.26
2011-12-28,49.65,45.5,44.82,69.36,384.85,61.69,36.53,39.83,24.02,67.87,49.99,50.15,87.21,43.77,31.41,56.18,16.5,17.08,19.71,173.89,28.24,50.65,32.6,76.78,22.39,31.74,175.51,98.37,25.3,41.95,39.51,43.68,84.21,43.4,5.25,22.82,34.13,39.59,27.2,18.05,9.9,12.89,64.25,61.47,73.41,47.25,29.55,61.47,23.81,14.2,4.04,7.5,15.78,78.82,30.45,92.64,17.02,54.34,30.89
2011-12-29,50.37,46.04,45.22,70.16,387.22,62.28,37.08,40.18,24.21,68.45,50.72,50.8,88.07,44.0,31.55,56.43,16.73,17.68,19.87,173.86,28.36,50.71,32.91,77.69,22.75,32.42,177.6,99.77,25.9,42.31,39.63,44.59,85.35,43.88,5.41,23.09,34.59,40.04,27.46,18.03,10.05,13.09,65.26,61.86,73.94,47.42,29.82,62.37,24.21,14.28,4.15,7.56,16.13,79.84,31.17,93.79,17.1,55.05,31.48
2011-12-30,50.37,45.7,44.98,69.44,387.11,62.1,37.88,40.13,24.15,68.04,50.41,50.86,87.51,43.61,31.2,56.21,16.58,18.04,19.81,173.1,28.26,51.0,32.82,77.33,22.74,32.49,175.4,98.77,25.72,42.24,39.26,44.85,85.36,44.04,5.51,23.05,34.36,40.07,27.24,18.29,10.13,13.02,66.13,61.62,73.38,47.15,30.4,61.9,24.34,14.15,4.19,7.55,16.13,79.36,31.01,93.34,16.94,54.67,31.44
2012-01-03,51.27,46.88,45.12,70.27,393.06,62.15,38.08,40.7,24.91,67.73,51.59,52.28,92.28,42.99,31.2,56.75,16.99,18.38,20.11,179.03,29.06,51.9,32.9,78.99,23.5,33.11,177.71,102.46,26.53,42.92,39.97,46.05,88.55,45.08,5.75,23.91,34.54,40.17,27.85,18.19,10.48,13.53,67.78,61.73,74.39,47.04,31.19,63.38,25.15,14.49,4.3,7.78,16.29,80.52,32.62,91.95,17.52,54.84,31.94
2012-01-04,51.03,46.91,45.18,70.37,395.17,62.47,38.77,40.77,25.49,67.51,51.56,52.01,91.68,42.77,30.98,56.16,17.18,18.22,19.93,177.51,29.52,51.68,32.69,79.64,23.72,32.46,176.99,102.28,26.65,43.39,40.24,45.87,89.37,44.53,5.76,23.77,34.69,40.74,27.67,17.74,10.64,13.67,68.43,61.71,73.39,47.0,31.45,63.49,25.13,14.53,4.34,7.73,15.78,80.54,32.83,92.46,17.85,54.81,31.51
2012-01-05,50.62,47.45,44.67,69.61,399.56,61.98,39.81,40.57,25.75,67.33,52.1,51.94,91.52,42.55,30.88,55.89,17.17,17.7,19.77,177.61,30.49,51.26,32.54,79.28,23.93,31.77,176.15,101.28,27.08,43.09,40.19,44.94,90.0,44.09,6.26,23.76,34.98,41.07,27.87,17.21,10.91,13.6,68.62,61.45,72.62,47.05,31.73,62.82,25.04,14.67,4.29,7.69,15.64,80.3,33.51,92.87,17.79,54.36,31.55
2012-01-06,50.23,46.94,44.7,70.04,403.74,61.2,39.13,40.62,26.15,67.18,51.84,51.87,90.4,42.39,31.22,55.5,17.26,17.44,19.75,182.61,30.75,51.13,32.33,78.88,23.68,31.94,174.13,100.55,27.01,42.48,39.92,44.54,90.23,43.55,6.13,23.39,34.75,41.18,27.87,17.7,11.02,13.6,68.51,61.3,72.54,47.09,31.98,63.02,24.94,14.84,4.24,7.69,15.52,79.7,33.21,93.59,17.72,54.12,30.43
2012-01-09,50.42,47.05,44.78,70.56,403.1,61.52,38.83,39.02,25.81,67.25,51.85,52.59,91.63,42.38,31.62,55.66,17.46,17.47,19.97,178.56,31.17,50.85,32.33,79.35,24.18,31.83,173.22,101.64,27.34,42.84,40.23,44.98,91.49,43.55,6.22,23.84,34.99,41.21,28.22,17.04,11.11,13.65,68.42,61.56,72.6,47.28,31.9,63.72,24.98,15.07,4.3,7.68,15.46,80.06,33.16,92.7,17.84,54.13,30.84
2012-01-10,50.66,47.33,45.28,71.0,404.54,61.45,40.21,38.46,25.9,67.41,53.28,51.74,95.15,42.22,32.46,55.53,17.33,17.7,20.08,179.34,31.68,50.79,32.52,79.76,24.36,32.24,172.95,101.24,27.44,43.5,40.39,45.2,94.18,43.36,6.57,24.91,35.15,41.49,28.7,17.45,11.11,13.19,68.67,61.27,73.12,47.92,32.45,65.18,25.22,15.3,4.33,7.7,15.51,80.26,33.86,92.75,17.7,54.8,31.02
2012-01-11,49.78,47.6,45.37,70.76,403.88,60.85,39.98,39.07,25.79,67.09,53.08,51.29,96.53,41.78,32.1,55.87,17.48,17.69,20.05,178.9,31.99,50.4,31.92,79.26,24.38,31.87,173.92,100.05,27.64,43.64,40.47,44.62,93.88,43.02,6.81,25.21,35.52,41.42,28.76,17.77,11.36,13.14,68.6,60.67,73.27,48.07,32.16,65.33,25.17,15.28,4.36,7.77,15.53,79.66,34.43,92.97,17.93,54.7,30.05
2012-01-12,48.92,48.28,46.0,71.49,402.77,60.48,40.08,39.22,26.05,67.37,52.78,51.15,97.94,41.8,31.4,55.97,17.52,17.26,20.13,175.93,32.79,50.61,31.69,79.74,24.46,31.79,172.23,97.45,27.63,44.38,40.58,44.03,96.05,42.54,6.73,25.27,35.76,41.36,29.35,18.2,11.43,12.91,68.14,60.79,74.09,47.96,32.29,66.12,25.46,15.42,4.34,7.71,15.66,79.34,34.61,93.56,18.0,55.85,30.14
2012-01-13,48.63,48.39,45.25,70.62,401.26,60.28,40.29,38.81,26.28,67.24,52.22,52.41,95.76,41.78,30.79,56.0,17.44,17.13,19.99,178.42,32.48,49.78,31.42,79.1,24.34,31.41,170.9,98.49,27.63,44.66,40.58,43.55,96.56,43.56,6.55,24.79,35.43,41.47,28.96,18.27,11.33,12.79,68.26,60.79,73.94,47.37,32.89,65.8,25.03,15.36,4.29,7.67,15.48,79.47,33.74,93.36,17.92,55.0,29.35
2012-01-17,48.94,48.83,45.45,71.23,405.94,60.51,40.55,39.19,26.29,68.12,52.22,53.47,94.52,42.35,31.33,56.3,17.35,16.77,20.08,181.66,32.58,50.21,31.59,79.69,24.5,31.81,171.7,99.07,27.84,44.79,40.95,44.76,97.4,43.08,6.43,24.4,35.47,41.69,29.07,19.14,11.31,12.79,67.64,61.21,74.05,47.44,33.04,66.59,25.0,15.55,4.28,7.67,15.43,80.23,32.79,93.54,18.16,55.74,29.61
2012-01-18,49.43,49.16,46.13,71.06,410.15,60.7,41.69,40.02,26.26,68.42,53.19,54.85,100.94,42.63,31.85,56.45,17.6,17.12,20.11,189.44,32.88,51.23,31.7,80.49,24.67,32.32,172.72,99.17,28.22,45.63,41.49,45.34,98.67,43.62,6.74,25.07,35.55,42.78,31.55,20.03,11.62,12.59,67.85,61.48,74.63,47.7,33.36,67.19,25.51,15.85,4.29,8.05,15.92,80.94,34.32,94.48,18.37,56.25,29.99
2012-01-19,49.27,49.54,46.47,71.53,408.85,61.69,38.82,39.3,26.16,68.59,53.67,54.8,104.2,42.47,31.62,57.01,17.73,17.25,19.99,194.45,33.58,52.04,31.64,81.18,24.81,32.17,172.2,99.27,28.13,45.58,41.44,45.77,100.08,44.01,6.9,25.38,35.87,43.28,31.65,19.99,11.87,13.04,69.09,61.53,75.93,47.72,33.72,67.75,25.65,16.03,4.35,8.27,16.12,81.49,34.69,94.2,18.61,57.31,29.86
2012-01-20,49.22,48.66,46.38,71.5,401.73,62.03,39.65,39.45,27.64,68.29,52.64,54.76,105.22,42.28,31.6,57.39,17.73,17.85,20.05,190.93,33.75,49.16,31.94,81.03,25.0,32.08,179.83,99.23,28.5,45.6,41.33,45.51,99.98,44.5,7.01,25.48,35.75,42.43,31.48,20.43,11.85,13.35,71.4,61.67,75.08,47.61,34.38,67.99,26.58,16.13,4.54,8.31,15.96,81.92,35.09,94.65,18.73,57.39,30.03
2012-01-23,48.78,48.08,46.34,71.49,408.53,61.87,41.63,39.52,27.66,68.0,52.21,55.48,104.69,41.98,31.95,57.29,17.53,18.53,19.87,186.09,33.75,49.72,32.14,81.0,24.87,32.02,181.22,99.34,28.85,45.54,41.57,45.73,100.67,44.31,7.19,25.28,35.59,42.78,31.06,20.44,11.92,13.52,71.15,60.52,74.86,47.55,34.68,67.31,27.1,16.32,4.63,8.28,15.68,81.9,35.37,93.92,18.64,56.55,30.17
2012-01-24,48.81,47.87,46.2,71.34,401.83,61.96,42.98,39.2,27.3,66.85,51.74,55.77,105.35,41.93,32.34,57.74,17.44,17.95,19.83,187.0,33.85,49.84,31.85,81.3,24.8,32.27,183.08,99.07,28.5,45.59,41.01,46.12,100.6,43.98,7.23,25.16,35.72,42.85,30.43,21.02,12.07,12.97,72.33,60.06,74.59,47.08,34.46,66.93,26.95,16.3,4.59,8.23,15.69,81.63,35.37,91.87,18.63,56.09,30.09
2012-01-25,48.38,48.79,46.22,71.78,426.92,62.43,44.12,39.59,27.5,66.48,53.13,56.17,104.77,42.49,32.74,57.82,17.71,18.66,19.88,187.8,34.06,49.25,32.1,81.82,25.05,32.58,182.89,100.01,28.18,46.68,40.76,46.69,103.21,45.1,7.29,25.15,36.33,43.14,30.69,21.42,12.17,13.49,74.22,60.5,74.13,47.46,35.26,67.15,26.76,16.24,4.6,7.41,15.56,81.67,35.32,92.32,18.64,55.7,30.52
2012-01-26,48.07,48.6,46.38,71.3,424.98,62.26,43.46,39.97,27.45,66.58,53.6,56.95,105.05,43.4,32.39,57.35,17.65,18.51,19.8,193.32,33.55,48.89,31.9,82.86,25.23,32.86,182.18,98.95,27.11,47.0,40.76,46.44,105.35,45.18,7.24,24.98,36.1,42.85,30.28,20.76,12.04,13.44,74.59,60.34,74.8,46.6,34.98,67.09,26.45,16.15,4.54,7.45,15.53,81.24,35.21,92.27,18.64,55.45,30.54
2012-01-27,47.98,48.47,45.22,70.58,427.52,61.59,44.84,39.46,27.19,65.79,54.24,57.97,108.16,42.95,32.3,57.1,17.61,18.42,19.66,195.37,33.49,48.54,31.63,82.75,25.25,32.87,181.68,96.51,27.62,46.8,40.84,46.42,105.32,45.14,7.23,25.09,35.69,42.77,30.68,20.96,11.54,13.18,73.57,59.87,74.39,46.36,34.79,66.0,26.34,16.19,4.56,7.48,15.74,80.36,34.95,91.81,18.39,54.88,30.64
2012-01-30,47.51,47.76,44.63,70.21,432.99,61.22,43.5,39.63,27.55,65.99,54.0,57.97,106.18,42.52,31.74,57.66,17.49,18.11,19.76,192.15,33.57,48.44,31.64,82.63,25.28,32.92,183.63,96.0,27.29,47.03,40.51,46.19,104.49,43.7,7.01,25.04,35.58,42.67,30.27,21.1,11.61,13.46,73.11,58.86,74.38,46.12,34.84,64.9,26.34,16.43,4.59,7.34,15.55,80.05,34.76,91.81,18.39,54.41,30.62
2012-01-31,47.15,48.76,44.62,70.23,436.31,61.46,43.29,39.17,27.47,66.19,53.39,58.09,107.87,43.1,31.48,57.72,17.32,18.22,19.59,194.44,33.37,48.5,31.67,82.04,25.49,33.02,183.72,95.73,27.26,46.96,40.35,46.48,103.27,42.85,7.07,24.95,35.23,42.31,30.46,20.85,11.74,13.32,73.48,58.7,74.66,46.17,33.89,64.89,26.44,16.67,4.59,7.35,15.47,78.41,35.03,92.15,18.47,54.27,30.51
2012-02-01,47.92,49.22,45.32,71.35,436.03,62.13,45.32,39.74,27.81,66.64,54.02,59.02,109.78,43.29,31.35,58.49,17.37,18.19,19.71,179.46,34.03,49.41,31.82,82.64,25.75,32.79,183.74,95.42,28.01,47.57,41.22,46.77,104.6,43.0,7.3,26.43,35.83,42.39,30.91,20.84,11.65,13.31,75.2,58.86,75.75,45.97,35.02,65.4,27.17,16.83,4.76,7.38,15.73,78.62,35.32,91.54,18.62,55.39,31.1
2012-02-02,48.33,49.75,45.14,71.21,435.01,62.15,45.91,39.05,27.86,66.88,50.3,59.47,109.72,43.18,31.64,58.26,17.35,17.09,19.53,181.72,34.07,49.66,31.81,82.72,25.6,32.64,182.7,96.26,28.02,47.43,41.23,47.2,104.42,44.49,7.39,26.14,35.35,42.38,31.1,20.92,11.59,13.13,76.23,58.96,75.44,47.16,35.51,65.43,26.93,17.03,4.8,7.39,15.72,78.21,35.27,91.75,18.62,54.5,30.05
2012-02-03,48.71,50.81,45.53,72.27,439.37,62.39,47.2,39.45,28.13,66.81,49.92,60.68,113.73,43.49,31.76,58.35,17.6,19.21,19.61,187.68,35.0,49.71,31.93,83.0,26.04,32.66,184.72,97.94,28.7,47.99,42.05,47.58,107.84,44.21,7.77,26.99,36.31,43.05,31.92,21.4,12.09,13.3,76.47,58.45,76.72,47.4,35.43,66.15,27.47,17.08,4.89,7.55,15.92,79.51,35.95,93.04,18.89,54.51,30.48
2012-02-06,49.3,50.38,45.84,71.44,443.47,62.26,47.42,39.66,28.1,66.78,49.8,60.5,113.59,43.35,32.35,58.2,17.63,19.44,19.38,183.14,35.02,50.01,31.91,82.84,25.98,32.64,183.93,99.02,28.3,47.78,41.82,47.34,107.68,44.23,7.9,26.63,36.1,43.08,31.62,21.6,12.25,13.65,77.71,59.13,77.32,47.25,35.69,66.75,27.17,17.07,4.87,7.53,15.82,80.29,35.82,92.56,18.98,54.97,30.33
2012-02-07,49.72,50.69,45.72,71.19,448.12,62.48,46.26,39.4,28.24,66.36,50.33,61.09,112.23,43.49,31.58,58.03,17.75,19.68,19.47,184.19,35.04,50.49,32.15,83.15,25.98,33.38,184.44,99.17,28.35,47.62,41.63,47.7,107.71,44.66,7.78,26.53,36.22,43.33,31.45,21.98,12.17,13.49,79.61,59.31,78.57,47.38,35.97,66.89,27.35,17.25,4.9,7.56,15.83,80.84,35.57,93.88,18.99,55.94,30.75
2012-02-08,49.95,50.22,46.28,71.86,455.62,62.47,46.66,39.01,28.52,66.32,50.83,61.02,112.39,43.46,31.27,57.96,17.81,19.89,19.43,185.48,35.09,50.09,32.05,83.23,26.14,33.03,184.77,99.11,28.7,47.66,42.11,47.79,107.93,44.62,8.06,26.87,36.23,43.05,31.84,21.76,12.13,13.49,81.05,59.26,79.49,46.93,36.47,67.17,27.84,17.46,5.01,7.6,15.78,80.32,35.97,93.08,19.21,56.56,30.36
2012-02-09,49.46,50.87,46.46,72.28,471.38,60.15,46.54,39.63,28.63,66.49,51.37,61.33,112.13,43.59,32.29,58.28,17.71,19.91,19.55,184.98,34.92,50.27,31.88,83.28,26.34,33.27,184.95,98.75,28.65,48.04,41.55,47.85,106.78,44.82,8.11,27.17,35.85,43.15,31.8,21.98,11.99,13.96,80.88,59.63,79.83,46.81,36.28,66.47,27.5,17.47,5.05,7.61,16.0,79.91,35.56,93.02,18.8,56.28,30.7
