,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2009-06-25,26.21,22.6,38.47,37.65,133.68,46.84,47.03,27.45,20.91,44.0,25.72,37.37,136.27,31.65,26.98,43.53,10.19,26.51,12.67,82.2,19.6,33.95,20.83,52.23,13.05,24.3,96.73,56.94,21.6,21.14,29.18,40.47,30.5,34.39,12.14,24.06,21.02,20.81,19.09,13.94,5.35,9.89,77.24,44.17,67.01,39.98,27.58,48.8,35.11,13.2,6.43,5.99,15.53,61.5,30.92,49.38,17.63,36.12,20.59
2009-06-26,26.13,21.97,37.94,37.07,136.15,47.46,45.2,27.66,20.52,43.66,25.33,37.07,138.45,31.79,26.8,43.07,10.1,26.3,12.56,83.88,19.42,34.1,20.95,52.55,12.92,22.53,96.39,56.15,21.66,21.21,29.33,40.61,30.56,33.9,12.53,24.06,20.62,20.84,19.18,13.77,5.28,9.82,75.91,44.23,66.88,39.89,27.38,48.49,34.64,13.23,6.54,6.01,15.74,60.77,31.2,48.99,17.52,35.79,20.62
2009-06-29,26.5,22.19,38.7,37.75,135.7,47.58,46.26,27.41,20.97,44.39,25.54,37.9,140.92,31.78,26.88,43.18,10.1,26.58,12.62,83.03,19.74,33.96,21.02,53.17,13.05,23.71,96.52,56.95,22.26,21.74,30.05,41.44,30.72,33.43,12.96,21.92,20.94,21.07,19.04,13.89,5.44,10.06,75.07,44.64,67.76,40.21,27.45,49.83,35.9,13.41,6.33,6.0,15.9,62.11,31.34,49.19,17.6,36.32,20.58
2009-06-30,26.4,21.65,37.88,37.62,136.14,47.68,43.6,27.31,20.89,43.73,24.93,37.51,139.11,31.34,26.44,42.9,10.07,25.86,12.4,83.66,19.65,33.65,20.89,53.3,13.14,23.72,95.24,56.41,22.02,21.41,29.8,40.96,29.22,32.53,12.97,19.12,20.82,20.86,19.04,14.11,5.71,10.1,75.11,43.67,66.61,40.18,27.24,48.75,35.6,13.28,6.14,5.87,15.66,61.52,30.9,49.41,17.28,35.57,20.24
2009-07-01,26.4,21.43,38.27,37.38,136.52,49.04,42.52,27.85,21.13,44.86,25.32,37.68,138.99,31.96,26.39,42.84,10.12,25.98,12.32,81.6,18.86,34.07,21.41,53.86,13.15,24.41,95.62,56.64,21.91,21.56,29.69,41.59,29.35,32.55,12.82,14.9,20.94,20.93,19.31,14.55,5.56,10.19,74.88,44.44,66.61,41.03,27.38,49.01,35.63,12.95,6.29,5.99,15.41,62.09,30.63,50.04,17.42,35.89,20.81
2009-07-02,25.71,20.75,36.92,36.14,133.83,48.89,39.69,26.93,20.54,44.15,23.62,36.77,135.38,31.93,25.81,42.32,9.85,25.19,11.97,79.32,18.15,33.09,21.28,53.43,12.62,23.89,92.78,54.85,20.95,20.71,29.05,39.66,28.07,31.28,12.42,15.04,20.01,20.14,19.04,13.82,5.54,9.62,73.68,43.68,65.68,40.4,26.17,47.19,34.86,12.55,6.1,5.8,14.99,60.27,29.27,49.37,17.14,34.61,20.12
2009-07-06,25.63,21.91,37.19,35.9,132.49,49.57,37.3,27.15,20.39,44.42,23.25,36.35,138.18,32.95,26.54,42.27,9.86,25.27,12.05,78.1,17.69,33.4,21.33,53.8,12.69,24.37,92.71,54.61,20.97,21.17,29.22,39.34,28.03,32.31,11.94,13.34,20.04,20.2,19.13,13.91,5.41,9.54,75.19,44.59,66.49,41.25,26.78,47.47,34.75,12.98,6.24,5.69,14.91,59.93,29.57,49.84,17.17,34.9,20.47
2009-07-07,25.1,21.08,36.12,34.56,129.42,48.58,38.3,26.55,19.8,44.08,22.22,35.34,134.48,32.39,25.96,42.37,9.46,24.34,12.06,75.63,17.5,32.66,21.17,52.11,12.14,23.73,91.38,53.39,21.17,20.09,28.69,38.27,26.79,31.55,11.94,11.33,19.36,19.78,18.57,13.25,5.21,9.17,74.04,44.36,64.43,41.18,26.06,45.82,33.93,12.58,6.11,5.48,14.44,58.57,29.76,48.82,16.9,33.67,20.13
2009-07-08,24.76,21.17,36.2,35.01,131.16,47.59,38.21,26.93,19.83,43.82,22.13,36.36,130.72,32.49,26.76,42.84,9.2,24.4,12.08,77.36,17.17,32.87,21.12,52.34,12.32,23.68,91.83,53.46,20.79,20.21,29.13,38.24,27.04,31.7,11.64,10.8,19.42,20.01,18.26,13.21,5.04,9.17,73.25,44.99,64.76,41.25,25.22,45.69,34.27,12.53,5.98,5.5,14.38,58.31,29.67,49.02,16.8,33.96,20.13
2009-07-09,25.3,21.24,36.29,34.79,130.34,47.44,39.44,27.67,19.72,43.49,22.34,37.51,135.12,32.36,26.42,42.58,9.33,24.45,11.81,78.1,17.56,33.03,21.2,52.4,12.22,23.73,93.1,53.71,21.13,20.48,29.04,38.67,27.1,31.73,11.76,7.81,19.84,20.02,18.27,13.23,5.3,9.27,73.24,44.79,64.66,40.84,25.1,45.36,34.36,12.72,5.93,5.48,14.55,58.06,30.5,48.79,16.84,33.77,20.24
2009-07-10,24.93,21.63,36.64,35.1,132.4,47.47,39.37,27.18,19.68,43.33,22.48,37.34,133.85,31.55,25.94,42.13,9.26,23.85,11.74,77.63,17.42,32.35,21.03,53.02,12.11,23.25,91.96,52.28,20.76,20.57,28.9,37.91,27.0,31.64,11.67,9.68,19.8,19.88,18.28,13.01,5.38,9.2,73.35,44.63,64.35,40.76,25.16,45.41,34.3,12.79,5.78,5.53,14.93,57.31,29.34,49.03,16.99,33.7,20.03
2009-07-13,25.5,22.84,37.41,35.8,136.05,48.3,40.0,27.89,20.42,44.32,22.75,38.3,140.99,32.27,26.37,42.36,9.85,24.08,12.2,81.47,18.38,32.84,21.35,53.64,12.34,23.76,94.51,53.17,22.51,21.11,29.62,39.23,28.12,32.2,12.77,12.01,20.19,20.4,18.64,13.54,5.36,9.28,74.17,45.28,66.08,41.35,26.05,46.02,34.36,12.59,5.93,5.73,15.01,57.82,31.49,49.22,17.21,34.47,20.31
2009-07-14,25.45,22.79,37.97,35.77,135.98,48.66,39.75,28.15,20.31,44.27,22.6,37.83,141.2,32.49,26.44,42.62,10.0,24.77,12.32,81.95,18.77,32.79,21.45,53.77,12.38,23.78,94.17,53.64,22.15,21.35,29.33,39.03,28.24,32.56,12.69,11.8,20.56,20.91,18.86,13.69,5.5,9.33,75.03,45.76,67.06,41.2,26.16,46.74,34.21,11.58,5.99,5.84,15.18,58.28,31.48,49.38,17.36,35.22,20.38
2009-07-15,26.14,25.36,38.22,36.61,140.39,49.7,40.83,28.22,21.2,45.0,23.28,39.4,146.48,32.38,26.97,43.0,10.52,25.23,12.42,84.55,19.41,33.78,21.99,54.98,12.87,24.5,97.79,54.98,22.96,22.55,29.69,40.5,29.92,33.04,13.19,11.72,21.25,21.26,19.57,14.2,5.69,9.73,75.19,46.71,67.11,41.37,26.56,47.65,35.76,11.92,5.84,6.03,15.71,60.23,32.89,49.06,18.36,35.84,21.24
2009-07-16,26.6,26.35,39.06,37.22,141.0,49.68,40.99,28.49,21.48,45.36,23.89,39.78,147.98,32.58,26.43,42.96,10.65,24.79,12.46,86.11,18.2,34.64,22.11,56.22,12.93,24.95,100.91,55.25,22.74,22.93,29.99,41.11,30.58,33.41,12.94,10.51,21.99,21.54,19.97,14.38,5.77,9.75,75.05,47.18,68.13,41.41,26.61,48.2,36.54,12.33,5.79,6.2,16.19,60.25,32.77,49.18,18.64,36.68,21.64
2009-07-17,26.6,26.11,38.58,36.61,145.05,49.16,40.21,28.09,21.35,45.43,24.21,40.01,147.98,32.57,26.82,42.94,10.01,24.34,12.37,85.85,17.79,34.96,21.9,55.8,12.92,24.99,105.27,55.45,22.69,23.04,30.62,41.3,30.43,33.13,12.67,11.14,21.61,21.78,20.57,14.55,5.78,9.73,74.88,47.79,66.98,40.71,26.51,47.14,36.82,12.26,5.74,6.07,16.84,60.3,33.46,49.71,19.0,36.55,21.64
2009-07-20,27.11,26.92,38.75,37.36,146.15,48.65,41.13,29.21,21.56,45.73,24.75,40.41,150.99,32.53,27.04,43.23,10.03,24.63,12.62,88.23,18.21,35.81,22.21,56.61,13.24,25.58,106.2,55.89,23.16,23.68,30.8,42.22,32.82,33.63,12.03,11.09,22.69,21.9,21.11,14.88,5.83,9.88,75.69,47.48,67.82,41.06,26.87,47.94,37.24,12.52,5.82,6.34,17.01,60.67,33.55,50.09,19.6,37.06,21.75
2009-07-21,27.31,27.37,38.53,38.08,144.82,48.93,41.97,29.47,21.82,45.28,24.21,40.99,150.77,32.69,26.94,43.27,9.85,24.64,12.98,89.01,17.72,36.24,21.92,56.93,13.06,25.79,106.75,56.41,23.01,23.67,30.79,42.7,35.33,33.92,11.98,10.98,22.31,21.6,20.63,14.98,5.84,9.83,77.09,47.42,62.05,41.05,27.17,48.01,37.37,12.92,5.96,6.28,16.75,62.02,33.51,50.39,20.01,36.69,22.07
2009-07-22,27.09,26.79,38.62,37.18,149.81,48.49,40.65,29.26,21.8,45.42,24.58,41.41,151.39,32.73,26.8,43.54,9.99,24.7,13.12,88.79,17.9,36.32,21.38,57.35,12.92,26.2,105.41,56.15,22.19,23.79,31.02,42.47,34.62,33.64,12.02,10.81,22.14,21.87,20.84,14.8,6.01,9.73,76.98,47.27,62.98,41.15,27.57,47.53,37.58,12.87,5.99,6.34,17.37,61.59,33.41,50.55,19.88,36.7,22.08
2009-07-23,27.61,27.44,39.27,37.13,150.85,49.02,40.99,29.7,22.47,48.21,27.85,42.08,156.1,33.24,26.75,43.18,10.27,25.28,13.35,93.87,18.96,36.49,21.41,61.57,13.23,26.39,106.77,57.81,22.02,25.2,31.4,43.28,36.94,34.04,12.47,10.43,23.04,22.32,21.3,15.3,6.57,9.87,78.8,47.52,62.24,41.53,28.18,47.27,38.35,13.03,5.96,7.0,17.36,63.02,34.61,48.21,20.29,36.03,22.21
2009-07-24,28.22,27.49,38.97,37.51,152.92,48.94,41.11,29.58,20.61,48.39,28.8,42.1,155.41,33.47,27.36,43.34,10.34,25.38,13.62,86.49,18.91,36.57,21.49,61.56,13.24,26.63,107.3,58.27,21.3,25.11,32.22,43.31,37.61,35.14,12.29,10.27,22.8,22.35,21.54,15.29,6.38,9.97,79.61,48.1,61.19,41.35,28.22,46.2,38.43,13.06,5.85,7.16,17.48,63.62,34.4,48.2,20.27,34.18,22.14
2009-07-27,28.4,26.44,39.13,37.39,153.03,48.88,41.1,29.86,20.31,48.83,30.17,42.14,154.61,33.47,27.31,43.37,10.59,24.78,13.74,84.24,18.81,36.39,21.55,62.0,13.59,26.44,107.29,58.62,21.98,25.37,31.91,43.49,38.38,35.53,12.86,10.71,22.81,22.21,21.47,15.68,6.84,9.99,79.44,48.05,61.58,41.29,28.79,45.67,38.54,13.26,5.83,7.18,17.0,64.02,34.59,48.1,20.24,33.81,22.2
2009-07-28,28.18,25.79,39.75,38.28,152.93,48.56,39.55,29.89,20.63,49.07,30.21,41.54,151.47,33.59,27.21,43.32,10.76,24.55,13.25,84.98,18.75,36.47,21.5,61.97,13.59,26.9,106.97,58.19,22.25,25.16,31.94,42.57,38.41,36.05,13.11,11.0,22.32,22.42,21.63,15.3,6.72,10.0,79.9,47.99,62.01,41.26,28.57,47.3,38.67,13.51,5.81,7.45,17.22,63.27,34.54,48.53,20.32,34.14,22.19
2009-07-29,27.19,25.85,39.98,38.39,152.96,48.87,39.26,30.02,20.92,48.86,29.77,41.88,150.43,33.8,27.66,43.72,10.53,24.82,13.02,84.34,18.22,35.99,21.45,60.94,13.32,26.54,106.95,57.15,22.13,24.69,31.79,41.92,37.45,35.9,13.29,10.75,21.92,22.42,21.68,14.78,6.7,9.85,82.16,48.34,61.71,41.45,30.55,48.01,38.86,13.27,5.71,7.44,15.14,62.86,34.26,48.48,20.13,35.01,22.33
2009-07-30,27.4,26.3,40.71,38.28,155.6,49.11,39.27,30.05,20.93,48.68,30.72,43.13,153.24,32.01,27.89,44.26,11.26,27.28,13.18,86.09,19.09,36.8,21.62,61.99,13.71,26.43,107.5,57.64,22.57,25.75,31.48,42.4,38.87,36.33,13.73,10.82,22.16,22.82,21.69,15.07,6.96,10.72,83.9,48.44,61.66,41.12,32.13,48.52,39.34,13.13,5.84,7.54,14.6,62.24,34.9,47.78,20.37,35.39,22.58
2009-07-31,27.73,26.39,40.3,37.98,156.17,49.24,39.54,29.94,20.67,48.75,31.37,44.1,154.07,32.28,27.93,44.17,11.51,27.96,13.17,85.76,19.18,37.63,21.69,62.54,13.57,26.26,107.56,59.15,22.2,25.85,31.38,42.04,39.45,37.02,14.53,10.83,22.04,22.9,21.6,15.04,7.53,10.65,83.71,47.82,61.75,40.99,31.98,48.75,39.88,12.94,6.2,7.42,14.32,61.95,35.06,47.32,20.39,34.72,22.77
2009-08-03,28.54,26.69,41.07,38.76,159.08,48.76,40.79,30.51,20.94,48.6,32.48,44.76,154.83,32.14,27.96,44.14,11.79,28.62,13.26,87.44,19.64,37.83,21.59,63.97,13.81,27.15,109.38,59.94,23.42,26.66,31.87,42.16,40.4,36.8,15.06,11.21,22.53,23.24,21.89,15.57,7.84,11.09,86.7,47.91,62.57,40.51,32.56,49.29,39.96,13.16,6.46,7.43,14.34,62.17,35.92,47.38,20.91,35.89,22.99
2009-08-04,28.45,26.75,40.89,39.09,158.24,51.24,41.63,30.47,20.89,49.33,33.51,45.1,155.83,32.18,27.33,44.15,11.87,28.0,13.29,85.8,20.66,37.51,21.55,63.88,14.06,27.43,109.08,59.95,24.1,26.86,31.85,42.03,42.88,36.31,15.37,11.14,23.2,23.21,22.09,15.64,7.81,10.9,86.18,47.78,62.34,40.18,32.05,49.73,39.99,13.25,6.33,7.57,14.51,62.13,36.48,47.28,20.79,36.41,22.82
2009-08-05,28.29,28.29,40.41,39.35,157.81,50.66,42.71,30.48,20.93,48.82,33.39,44.73,159.11,31.91,27.21,43.57,12.02,28.06,13.25,84.29,20.52,37.63,21.4,63.7,13.75,26.83,108.05,59.42,25.48,26.81,32.23,41.82,41.76,35.83,16.37,18.13,22.66,23.25,21.9,15.73,7.94,10.95,83.73,46.44,61.39,39.93,31.77,49.52,39.85,13.18,6.34,7.71,14.67,61.63,37.9,47.35,20.54,36.36,22.53
2009-08-06,27.99,29.17,39.97,40.68,156.67,50.17,43.59,29.85,20.62,48.22,32.6,44.33,157.33,31.86,27.46,43.38,12.3,28.28,13.18,84.47,20.0,37.24,21.5,64.21,13.74,26.65,107.56,58.96,25.43,27.13,31.98,41.67,42.21,35.57,16.41,18.57,22.59,23.43,21.82,15.62,7.6,10.92,85.55,44.33,62.53,40.17,32.46,49.68,38.88,12.73,6.29,7.61,14.74,61.36,36.97,47.13,20.67,36.59,23.4
2009-08-07,27.96,30.46,40.48,41.73,158.2,50.09,44.96,30.36,20.71,48.01,34.64,44.23,154.4,31.65,27.63,43.65,12.63,28.34,13.33,85.32,22.51,36.94,21.48,64.65,13.66,26.58,109.34,59.18,26.15,27.44,32.31,41.03,42.78,35.63,16.14,22.37,23.42,24.07,21.65,15.47,7.54,11.21,84.84,44.82,63.4,39.83,32.37,50.64,40.1,12.77,6.29,7.65,14.62,61.14,38.43,47.44,20.56,37.5,23.32
2009-08-10,28.05,30.13,40.44,40.9,157.44,49.81,44.75,30.42,20.58,48.2,34.93,44.11,151.3,31.77,27.63,44.03,12.52,28.65,13.29,84.44,21.03,36.62,21.52,62.88,13.69,26.31,108.77,58.95,26.04,27.06,32.57,40.58,42.22,35.72,16.39,23.65,23.35,23.93,21.24,15.6,7.27,10.91,84.31,44.94,62.87,39.77,32.62,50.0,40.22,13.15,6.28,7.92,14.63,60.88,38.73,48.36,20.05,37.06,22.69
2009-08-11,27.67,29.36,40.09,40.56,155.64,49.37,44.69,30.18,20.33,48.47,35.35,43.61,150.22,31.98,27.65,44.32,12.02,28.3,13.22,83.56,21.38,36.72,21.35,63.27,13.48,26.14,107.93,57.85,24.45,27.56,32.47,40.34,41.44,35.55,15.58,20.54,22.93,23.74,21.23,15.33,7.35,11.01,84.69,44.74,62.12,39.84,31.81,49.47,39.97,12.94,6.27,7.65,14.46,60.32,37.41,48.15,19.62,36.31,22.72
2009-08-12,27.84,29.63,40.95,41.41,158.01,49.17,45.21,30.67,20.68,48.72,35.84,43.94,154.5,32.01,28.17,44.98,12.14,28.55,13.24,85.96,21.68,37.18,21.09,64.14,13.56,26.46,109.31,58.51,24.71,27.5,32.54,41.53,42.6,35.82,15.66,20.87,23.27,24.01,21.45,15.22,7.25,11.04,84.58,44.86,62.48,39.91,31.78,50.28,40.69,13.39,6.35,7.71,14.68,61.19,38.29,48.35,19.86,37.4,23.34
2009-08-13,28.05,29.79,40.85,41.66,160.98,49.01,45.63,30.39,20.76,49.13,35.79,44.3,155.18,32.1,28.64,46.2,12.11,28.43,13.19,84.6,21.78,37.25,20.95,64.38,13.65,26.39,109.57,58.35,25.35,28.12,32.86,41.67,42.24,35.91,16.71,20.62,23.08,24.44,22.04,15.33,7.44,11.13,85.41,45.05,62.28,39.66,32.01,50.24,40.85,13.82,6.32,7.73,15.04,60.87,38.92,47.94,19.93,37.33,23.38
2009-08-14,27.77,29.55,40.8,40.1,159.41,49.07,44.2,30.11,20.82,49.16,35.05,43.79,153.53,31.97,28.44,46.12,11.96,27.92,13.17,83.58,21.26,37.12,21.1,63.25,13.52,26.16,108.65,58.44,25.22,27.39,32.57,41.08,41.19,35.53,17.09,20.08,22.77,23.96,21.52,14.98,7.37,11.03,85.27,45.11,61.61,39.74,32.25,49.5,40.61,13.74,6.32,7.67,15.04,60.39,38.51,47.5,19.75,36.89,23.5
2009-08-17,26.87,28.31,40.46,39.47,152.54,48.74,42.51,29.91,20.44,48.69,33.75,42.82,148.36,31.79,27.49,45.92,11.48,27.02,13.26,81.06,20.58,36.77,21.2,62.15,13.29,25.52,107.08,57.27,23.92,26.29,32.04,39.76,39.35,34.27,16.27,19.3,22.09,23.05,20.96,14.44,6.94,10.72,83.24,44.98,61.09,39.74,31.12,48.43,39.71,13.48,6.1,7.37,14.56,58.92,36.95,46.84,19.21,36.41,22.75
2009-08-18,27.02,29.52,40.55,39.13,156.75,48.79,44.22,30.37,20.84,48.74,33.84,42.94,151.41,31.76,27.72,45.73,11.68,27.57,13.34,82.12,21.07,37.01,21.16,62.39,13.09,25.5,107.79,57.57,23.95,26.51,32.33,40.53,40.39,35.94,16.61,20.23,22.18,23.78,21.41,14.53,7.19,10.7,85.38,45.18,61.2,39.77,31.76,48.74,40.49,13.96,6.24,7.46,14.75,58.87,37.83,47.49,19.47,36.83,22.84
2009-08-19,27.35,29.53,40.56,38.89,157.33,48.98,44.28,30.51,20.9,49.17,34.63,43.43,150.89,32.07,27.96,46.01,11.62,26.68,13.67,83.0,21.19,37.29,21.49,63.24,13.34,26.18,108.65,58.62,24.2,26.99,32.26,40.92,40.45,36.27,16.46,21.95,22.58,23.62,21.54,14.86,7.2,10.89,86.15,45.48,60.91,40.34,32.62,48.93,40.37,13.98,6.21,7.63,14.79,60.21,37.56,47.83,19.68,37.29,23.12
2009-08-20,27.44,30.3,40.3,39.98,158.98,49.31,44.46,30.79,20.92,49.06,34.69,43.7,153.16,32.43,27.91,46.05,11.87,26.5,13.55,84.09,21.84,37.24,21.51,63.63,13.28,26.44,109.0,59.01,24.99,27.03,32.82,41.65,40.74,37.6,16.84,26.62,22.69,23.56,21.65,15.12,7.23,10.95,86.94,45.67,61.63,40.4,32.64,49.12,40.51,14.07,6.32,7.5,14.77,60.73,38.48,48.25,20.28,37.15,23.28
2009-08-21,28.04,30.61,41.39,40.99,161.74,49.88,45.25,31.3,21.58,49.65,35.86,44.51,154.6,32.6,28.57,45.73,12.21,26.61,13.89,85.0,22.07,37.52,21.72,64.89,13.76,27.25,109.87,59.97,25.41,27.68,33.48,43.12,42.35,37.98,17.16,27.07,23.37,24.28,22.04,15.57,7.29,11.29,85.86,46.16,61.88,40.86,31.92,51.48,41.25,14.02,6.38,7.65,14.79,61.91,39.61,48.36,20.56,38.91,23.77
2009-08-24,28.74,30.44,41.2,42.12,161.59,49.84,46.85,30.84,21.78,49.43,35.48,44.29,153.72,32.45,28.38,45.9,12.2,26.58,13.97,84.5,21.84,37.37,21.35,64.82,13.79,27.3,109.34,60.85,24.84,27.36,33.69,43.12,42.59,39.12,17.05,27.9,23.75,23.86,21.74,15.92,6.98,11.08,85.27,45.95,61.71,40.67,31.88,51.7,41.26,14.3,6.3,7.75,14.99,63.13,39.02,48.05,20.44,38.6,23.34
2009-08-25,28.57,30.58,40.94,43.12,161.92,49.7,47.09,30.61,21.78,49.68,36.16,44.65,155.95,32.57,29.4,46.01,12.29,26.84,14.03,84.19,22.36,37.82,21.22,64.92,13.89,27.32,108.89,60.76,24.85,27.42,34.58,43.32,42.83,39.35,17.44,28.0,23.59,24.12,21.9,15.91,7.14,11.31,86.12,46.0,61.48,40.6,31.85,51.67,41.15,14.09,6.3,7.9,15.07,62.58,39.53,48.52,20.39,38.44,23.33
2009-08-26,28.92,30.88,40.86,42.74,160.01,50.22,47.27,30.6,21.7,50.18,35.14,44.5,156.91,32.67,30.18,46.13,12.12,27.03,14.0,84.0,21.95,37.93,21.41,63.8,13.82,27.33,109.47,61.14,25.12,27.4,34.66,43.25,42.31,39.06,17.48,31.06,23.76,24.34,21.97,16.0,7.16,11.24,86.43,45.97,61.6,40.74,31.65,51.69,40.97,14.19,6.34,7.9,14.93,63.19,39.28,48.99,20.32,38.08,23.29
2009-08-27,29.01,31.64,41.0,46.31,161.96,50.11,44.8,30.95,21.82,49.88,35.27,45.74,156.03,32.63,30.4,45.63,12.19,27.25,14.08,84.31,21.79,38.46,21.52,63.99,14.2,27.53,109.44,61.06,25.22,27.36,34.53,43.89,42.16,38.99,17.61,39.43,23.65,24.32,22.02,16.03,7.22,11.39,86.3,45.71,62.39,40.52,31.93,52.77,41.27,15.14,6.38,8.01,14.93,62.74,39.41,49.13,20.27,38.76,23.39
2009-08-28,28.99,31.9,40.62,45.61,162.54,49.24,44.6,30.61,21.81,49.84,35.13,45.59,155.46,32.42,30.43,45.53,12.1,27.3,14.04,82.76,21.92,38.28,21.35,64.25,14.34,27.78,108.33,60.78,24.82,27.55,34.46,43.53,41.82,39.47,17.67,41.4,23.57,24.45,22.43,16.0,7.28,11.82,85.78,45.82,62.38,40.46,31.86,52.61,41.23,15.41,6.32,8.05,14.85,62.08,38.93,48.61,20.39,38.39,23.43
2009-08-31,28.57,31.51,40.5,44.39,160.78,49.17,43.24,30.58,21.79,50.43,34.16,45.51,156.45,32.4,30.61,45.3,11.94,26.74,13.94,81.19,21.36,38.33,21.23,64.41,13.99,27.41,108.17,60.15,25.02,27.02,35.17,43.26,40.57,38.21,17.29,37.36,23.22,24.09,22.09,15.78,7.15,11.68,84.72,46.61,62.4,40.96,31.18,52.1,41.35,15.31,6.34,7.84,14.61,61.23,39.42,48.76,20.01,38.35,23.38
2009-09-01,28.01,29.79,39.97,43.59,158.0,48.8,42.1,30.25,21.21,49.29,33.09,44.64,151.44,31.99,30.75,45.39,11.46,26.39,13.68,79.16,20.22,37.88,21.12,62.64,13.83,26.86,106.93,58.89,23.83,26.28,34.64,42.04,39.25,37.83,16.18,29.67,22.69,23.8,21.83,15.35,6.82,11.7,84.14,45.67,62.92,40.83,31.05,51.58,40.41,14.71,6.24,7.66,14.18,60.57,37.8,48.24,19.62,38.35,22.81
2009-09-02,28.13,29.77,39.73,43.25,157.88,49.28,43.72,30.54,21.09,49.12,33.54,45.32,149.9,32.09,30.54,45.34,11.34,26.29,13.59,78.14,19.98,37.98,21.68,63.05,14.08,26.85,106.38,58.51,23.72,26.29,34.14,42.46,38.96,37.62,16.0,31.28,22.8,23.62,21.64,15.11,6.62,11.82,83.72,45.48,62.05,40.59,30.94,51.16,40.76,14.85,6.23,7.56,14.23,60.37,37.07,48.01,19.97,37.64,22.88
2009-09-03,28.05,30.24,39.39,43.31,159.19,49.54,44.85,30.18,21.31,48.9,33.71,45.17,152.85,31.72,30.31,46.07,11.56,26.28,13.43,78.46,20.18,37.77,21.58,63.44,14.13,26.82,106.6,58.76,24.47,26.77,34.33,42.66,40.33,37.58,16.56,34.41,22.97,23.95,21.84,15.26,7.04,11.9,82.52,45.55,62.32,40.79,30.63,51.75,40.94,14.75,6.15,7.64,14.28,60.44,38.2,48.18,19.91,37.66,22.6
2009-09-04,28.53,30.6,39.97,43.93,162.79,50.32,46.35,30.53,21.76,49.04,34.26,45.47,154.09,31.68,30.57,46.02,11.92,26.51,13.69,78.87,20.6,38.18,21.74,63.74,14.91,26.98,107.63,59.3,24.47,26.84,34.87,43.4,41.29,38.12,16.81,33.01,23.34,24.06,22.33,15.46,6.99,12.12,83.43,45.54,62.65,41.07,31.27,53.23,41.54,15.18,6.02,7.83,14.5,61.25,38.41,48.67,20.24,38.25,22.67
2009-09-08,29.18,31.2,39.74,44.24,165.29,50.97,45.55,30.51,21.94,48.72,34.87,45.85,158.11,31.86,30.7,45.77,12.46,26.9,13.54,80.9,20.7,39.03,21.94,64.04,15.04,27.53,107.36,60.61,24.53,26.94,34.4,44.57,42.06,38.67,16.74,29.54,23.19,24.46,22.51,15.79,6.87,12.48,83.35,46.69,61.73,41.8,31.65,55.37,41.88,15.44,5.84,7.83,14.49,62.55,38.59,48.74,20.31,38.25,23.12
2009-09-09,29.07,31.76,39.87,45.16,163.58,50.76,45.68,30.67,21.9,48.81,36.41,47.11,160.99,32.1,30.63,45.51,12.78,26.59,13.5,82.24,21.08,39.11,22.04,65.37,15.38,27.82,106.99,60.48,25.17,26.54,34.34,45.61,43.35,38.41,16.76,32.05,23.69,24.37,22.58,15.5,6.96,12.56,82.8,46.31,60.86,41.78,31.25,54.74,42.35,15.4,5.75,8.03,14.78,62.42,38.88,47.76,20.6,38.19,23.16
2009-09-10,29.42,32.05,39.68,45.12,164.94,50.6,42.17,30.89,22.1,49.25,37.8,48.08,165.34,32.63,30.89,45.44,12.72,26.99,13.64,83.85,21.9,39.26,22.02,66.45,15.66,28.09,107.82,61.45,25.33,27.16,34.37,46.08,43.6,39.17,16.93,31.19,24.55,24.51,22.45,15.79,7.0,12.74,84.98,48.28,61.22,41.99,31.99,55.04,42.83,16.02,6.08,8.49,15.45,62.55,39.02,47.56,21.32,38.32,23.27
2009-09-11,29.16,31.84,39.97,45.89,164.55,51.43,41.78,30.8,21.97,49.29,38.21,47.86,165.18,33.53,30.79,45.16,12.6,27.27,13.57,84.54,21.99,39.26,22.6,66.1,15.71,28.2,108.17,60.84,24.94,26.92,34.24,45.86,43.45,39.05,16.69,30.95,24.38,24.34,21.91,15.94,6.9,12.72,83.49,47.93,62.95,42.09,31.31,55.75,42.46,16.06,6.04,8.31,15.59,61.96,38.55,47.16,21.4,38.5,22.88
2009-09-14,29.55,31.6,39.6,45.55,166.04,51.34,43.52,30.84,22.1,48.9,38.49,48.25,168.03,33.45,30.93,44.86,13.19,27.01,13.66,83.86,22.11,39.34,22.89,66.6,15.92,28.48,108.93,61.09,25.39,27.32,34.24,46.02,43.67,38.58,16.71,33.88,24.25,24.49,22.24,16.06,6.96,12.86,82.65,47.64,62.91,42.2,30.88,55.54,42.17,15.85,5.97,8.3,15.57,61.98,39.69,47.02,21.12,38.72,23.34
